label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41
A,0.373699814,0.424224198,0.460982054,0.482087433,0.492443919,0.424528569,0.484550297,0.47859937,0.462553978,0.396682322,0.471788764,0.459185392,0.439198494,0.374570906,0.447306007,0.435351163,0.417608112,0.357096702,0.41850087,0.416994065,0.401819527,0.678103209,0.61332202,0.561882377,0.52542758,0.510374963,0.598700345,0.529340684,0.541046619,0.560796082,0.631629646,0.552012503,0.569191933,0.590384364,0.657339215,0.579914093,0.598485053,0.62083751,0.676630795,0.613077044,0.624572694,0.645560682,0.553613067,0.498234421,0.429477185,0.376123101,0.320033312,0.365127087,0.431215703,0.449812412,0.436413497,0.400658727,0.484055459,0.49270016,0.473837435,0.447841257,0.522877693,0.529855251,0.514162123,0.497079581,0.550496936,0.553530574,0.542631805,0.571442544,0.503259063,0.431219786,0.373310447,0.316559911,0.366670787,0.430193394,0.459409773,0.446869701,0.399203777,0.479510069,0.494995177,0.4781892,0.443237066,0.515861094,0.522984982,0.503334165,0.491995692,0.543669522,0.546675324,0.529979467
A,0.494380355,0.530238569,0.544859827,0.551000893,0.55470562,0.476717383,0.53871417,0.534434497,0.517916441,0.442627281,0.523738921,0.512643814,0.486580461,0.421180546,0.495983094,0.48819232,0.464432716,0.405751407,0.464744419,0.464459002,0.44618237,0.69751966,0.646569729,0.607489705,0.583503902,0.565662205,0.653465867,0.579970539,0.594051003,0.616453409,0.68433845,0.600967824,0.619181097,0.639234185,0.707065642,0.628432512,0.645264924,0.666472852,0.722729683,0.661227822,0.669905603,0.688898802,0.631047428,0.587102175,0.5164783,0.460183948,0.400340497,0.450190425,0.534672916,0.549256563,0.531460047,0.485601217,0.581131041,0.581793368,0.553753138,0.533405542,0.617363513,0.616268814,0.588051081,0.586389899,0.645235062,0.641982555,0.62027657,0.623186111,0.560999393,0.497133523,0.445134103,0.393419832,0.455433309,0.516334713,0.536365986,0.520267367,0.488657236,0.566047251,0.571440518,0.550176322,0.535088778,0.605583787,0.606384456,0.591186821,0.586427391,0.633825541,0.629676819,0.615056515
A,0.515339077,0.548661947,0.561709523,0.567288935,0.569946051,0.492236286,0.55325377,0.557676136,0.543942213,0.458221167,0.539644599,0.538159192,0.513010621,0.438374758,0.516080141,0.51442939,0.488929868,0.425530016,0.487192631,0.492768437,0.474213362,0.723231196,0.668108463,0.625366509,0.598362207,0.583777428,0.668909669,0.595885277,0.610680401,0.634037912,0.698821604,0.613312781,0.633504927,0.654628575,0.721375823,0.639680326,0.659309983,0.68186903,0.737719417,0.672042608,0.682860732,0.703355432,0.677317619,0.62174052,0.551234841,0.493551075,0.434365511,0.485252619,0.563135445,0.588848352,0.572738588,0.521382332,0.613391161,0.624685705,0.594367385,0.571328938,0.651049554,0.659016609,0.63208127,0.626520336,0.683067679,0.69140476,0.676769137,0.66297251,0.601591945,0.537072003,0.482082874,0.427332878,0.496639848,0.558272302,0.578279078,0.561280251,0.535706103,0.609130979,0.613175035,0.592328727,0.583118975,0.651718974,0.651968062,0.633947372,0.633523881,0.682376385,0.678046942,0.661063075
A,0.481051236,0.533292174,0.574100256,0.598847568,0.613726318,0.542598307,0.61291337,0.593447924,0.565251231,0.516183197,0.596019208,0.571489632,0.546637774,0.495104313,0.571245074,0.54917872,0.527457118,0.480089813,0.541906714,0.526736915,0.504229665,0.76065141,0.713225067,0.676696897,0.653555214,0.637699544,0.719943583,0.6503613,0.659235001,0.678763509,0.750439227,0.669595003,0.682758033,0.701206088,0.773723006,0.696683109,0.706871927,0.723826885,0.790056765,0.73112309,0.736390054,0.752010643,0.62658447,0.580246627,0.5067572,0.448789597,0.391088814,0.436385185,0.517113924,0.543992758,0.526937664,0.467107624,0.554861963,0.57080096,0.553659081,0.512883425,0.592982173,0.607095957,0.591712654,0.564581394,0.621599734,0.628023922,0.615813017,0.612812519,0.554342568,0.492833316,0.442451209,0.39458257,0.447153062,0.508665204,0.537936926,0.528011143,0.478773445,0.558001518,0.571785629,0.55518347,0.524877548,0.59720993,0.599313259,0.58494091,0.575059593,0.623327076,0.61715126,0.601708949
B,0.353373468,0.391240597,0.426343828,0.45380348,0.478013873,0.42697233,0.459955841,0.475382984,0.479060173,0.422008216,0.463866621,0.480336934,0.480916262,0.416298836,0.458753049,0.477119476,0.478682697,0.411102533,0.450267702,0.470727146,0.477909744,0.626091897,0.575502455,0.538637161,0.511821032,0.489652038,0.541632116,0.503039896,0.486863792,0.484481037,0.549322009,0.500504792,0.48412919,0.484809041,0.556865811,0.510139048,0.491032809,0.489335686,0.561038852,0.522476315,0.502459168,0.495093316,0.596283972,0.610944271,0.612534642,0.615534365,0.605617285,0.533285856,0.518504739,0.542660236,0.564918995,0.519178748,0.496448845,0.526289403,0.554583013,0.512232244,0.48535046,0.516825259,0.548544586,0.514145195,0.502425432,0.522396088,0.54669255,0.598761857,0.609389663,0.608046412,0.612928271,0.607288063,0.508861661,0.500094533,0.530156434,0.558274031,0.499203712,0.488724232,0.526020348,0.556556344,0.500976622,0.489827991,0.527885497,0.559485853,0.517362952,0.51092726,0.536955833,0.562931657
B,0.360633552,0.410139859,0.44683364,0.475272864,0.498244017,0.435266674,0.479355335,0.499967515,0.504644513,0.428599805,0.482699037,0.503209472,0.503983021,0.425562888,0.479142398,0.499206692,0.499491125,0.426709026,0.471843302,0.490990192,0.495225549,0.651254177,0.595605791,0.554304183,0.523804486,0.504765153,0.571008205,0.520592213,0.503501058,0.502798438,0.577915668,0.516292334,0.502612233,0.507281959,0.582618475,0.524703145,0.508275449,0.51072222,0.582820237,0.538529694,0.519737899,0.514862955,0.571514845,0.582164168,0.577699244,0.579971015,0.572745919,0.477347612,0.470434576,0.504513323,0.534497976,0.469389826,0.464482993,0.504239976,0.537584424,0.473985732,0.467045575,0.505587697,0.539622843,0.49081558,0.485654414,0.508888543,0.533962369,0.572660804,0.57963115,0.576901495,0.579370439,0.571075737,0.465886652,0.461646557,0.498622656,0.530082822,0.462319493,0.458437651,0.500853777,0.529907286,0.473210663,0.465252906,0.505641282,0.537043512,0.498323202,0.490248084,0.514413536,0.539036334
B,0.363467097,0.411914974,0.448276371,0.478195548,0.502379894,0.435589045,0.482992649,0.500714421,0.500630796,0.4290497,0.487650663,0.505599558,0.502052307,0.426049531,0.483631283,0.502453387,0.500515223,0.426662534,0.474959135,0.494692534,0.498953104,0.659073889,0.605738401,0.56402725,0.53151077,0.508318841,0.582034767,0.527648926,0.508486986,0.50529027,0.588487446,0.521505117,0.50680846,0.5106076,0.592841506,0.532581389,0.513402164,0.513140202,0.592387438,0.546911657,0.525314569,0.518069208,0.567848504,0.579246581,0.57423991,0.578873515,0.578520775,0.469643831,0.466754228,0.504552126,0.536540568,0.462381929,0.462330997,0.50652945,0.540742695,0.468544275,0.465428919,0.507611752,0.541870713,0.48753196,0.485652596,0.511118472,0.536280692,0.568191707,0.579186022,0.575987816,0.58140713,0.579095781,0.457144082,0.460504949,0.497465044,0.528516591,0.456530452,0.460912168,0.501890302,0.529055595,0.470837295,0.469878852,0.508184135,0.53779006,0.498601437,0.492644668,0.517077088,0.542013586
B,0.326348782,0.377289385,0.417295069,0.448940009,0.475333244,0.403222531,0.452124536,0.468059391,0.468853384,0.395211339,0.456151575,0.471341431,0.467339367,0.390457749,0.449004829,0.466261923,0.465624273,0.389348477,0.43639341,0.456264138,0.462144345,0.631540179,0.575556219,0.533880115,0.50092572,0.475822151,0.555222094,0.496027052,0.47588551,0.472790569,0.560964406,0.487463385,0.47245872,0.476514161,0.564620674,0.497281492,0.479751855,0.481120497,0.563600481,0.511076152,0.49073121,0.485633224,0.590195119,0.600040197,0.597669661,0.603089929,0.603521228,0.48902747,0.487827182,0.526679933,0.555890799,0.481742769,0.485039502,0.52787894,0.559101403,0.488969624,0.487826437,0.527112722,0.558771908,0.510453045,0.509614229,0.535097837,0.561066151,0.599513292,0.605204225,0.598701596,0.604618073,0.60823518,0.482507944,0.481287599,0.520447493,0.553603351,0.484727025,0.482588649,0.525228083,0.555469275,0.501608074,0.49285844,0.530728102,0.561234355,0.530284762,0.516855836,0.541315556,0.567584991
B,0.23942554,0.285073578,0.326584131,0.358353198,0.383926272,0.323166966,0.365692884,0.381424993,0.381149948,0.312143475,0.364957809,0.381088644,0.376455009,0.30156213,0.351645231,0.369727194,0.368886799,0.291743159,0.334609091,0.356909215,0.36456123,0.549555242,0.495057076,0.453927368,0.419668823,0.390096724,0.469585538,0.406486869,0.385759681,0.384690434,0.47358039,0.397074997,0.379164338,0.382168621,0.474031806,0.401992381,0.384957433,0.388130903,0.468172103,0.411659122,0.394837081,0.394753575,0.555039763,0.564840674,0.564532578,0.567469358,0.560135663,0.464591652,0.444673121,0.482398272,0.512552261,0.453710675,0.440236509,0.483193249,0.515616894,0.453149021,0.441103429,0.481798202,0.515965462,0.464226335,0.458310753,0.483900219,0.511108994,0.561875224,0.572393775,0.564240515,0.567336977,0.56915313,0.439889371,0.439119935,0.480055958,0.516162038,0.436124504,0.434170306,0.481009245,0.516024947,0.450570077,0.440513074,0.484841049,0.519344926,0.479949504,0.465079844,0.493091077,0.522747338
B,0.246771961,0.294227183,0.338688016,0.370231509,0.39591375,0.334033251,0.379847497,0.397401273,0.397812009,0.321433336,0.376255661,0.395371199,0.393452883,0.310343087,0.363074571,0.384645075,0.386118889,0.300769001,0.345710665,0.369013339,0.377044052,0.569088221,0.507436752,0.463866681,0.428683549,0.40067488,0.484632879,0.42367655,0.404945999,0.405751705,0.489503771,0.417111129,0.399255872,0.403014839,0.489899665,0.420230597,0.401518703,0.405487955,0.483810753,0.42824617,0.409702629,0.409368604,0.560542285,0.569297194,0.566572428,0.569015205,0.568453789,0.462631494,0.44076401,0.478027105,0.509149492,0.452029437,0.43487221,0.478778154,0.513363361,0.450944811,0.434785366,0.476048917,0.512010336,0.461348593,0.455007583,0.47991842,0.505740106,0.558332622,0.569106042,0.564039946,0.565838814,0.566812456,0.440360755,0.438014269,0.479247659,0.514109612,0.433946431,0.428385973,0.474783808,0.507645369,0.444965243,0.431845576,0.477508932,0.512698531,0.472286582,0.459336191,0.487858385,0.517343998
B,0.309148163,0.3615399,0.407146484,0.440406293,0.467477798,0.40113166,0.447297215,0.467276037,0.47019586,0.390819997,0.446184486,0.467128813,0.466445893,0.382324666,0.436461687,0.458530009,0.459201872,0.376087964,0.422420681,0.445204496,0.451477766,0.631815076,0.56764853,0.520136118,0.483380824,0.455342412,0.542303681,0.484217495,0.463056296,0.460662156,0.549169064,0.478775918,0.460636377,0.463062793,0.552821875,0.488244534,0.467629403,0.468370587,0.55004406,0.499610424,0.479519546,0.475148559,0.556563735,0.56412226,0.558069885,0.560255408,0.555770755,0.460758179,0.441108197,0.480202556,0.514818668,0.449352443,0.43364048,0.482453644,0.520747066,0.446897149,0.43021524,0.476530641,0.516142309,0.455044806,0.447529137,0.47678268,0.506331623,0.552820444,0.558884621,0.555467904,0.560786128,0.565034986,0.432607949,0.430575192,0.47212401,0.509085894,0.430123746,0.426885664,0.476037383,0.513637483,0.442144245,0.43060711,0.478569895,0.518864512,0.468880862,0.455501854,0.484750688,0.516828895
B,0.369419903,0.420409143,0.459512115,0.489378273,0.516265213,0.452702552,0.495869219,0.516199529,0.520758748,0.447048455,0.499978006,0.521387041,0.521820068,0.443620771,0.497425586,0.51914686,0.519702613,0.443166792,0.489634752,0.511414111,0.517723918,0.682923257,0.619880319,0.575094461,0.542387426,0.517706096,0.590055525,0.540258408,0.521661341,0.521267414,0.599659681,0.538897991,0.522226691,0.526577115,0.607988417,0.548357129,0.529040217,0.531866491,0.612347782,0.565645635,0.544378042,0.539856732,0.548144877,0.558778107,0.555656254,0.557161808,0.550676584,0.455199629,0.446020901,0.480753899,0.512528241,0.443459123,0.431941003,0.473869115,0.511783242,0.442367703,0.429522008,0.471201628,0.510280132,0.452426493,0.445336521,0.471510351,0.500629544,0.549297512,0.555924714,0.551724494,0.555811882,0.551592529,0.43747142,0.432281554,0.472726107,0.506144226,0.429607391,0.424950808,0.473731041,0.506089032,0.43688783,0.427959979,0.474379748,0.508775175,0.460576653,0.451933771,0.476127207,0.49949339
B,0.411710978,0.465059787,0.502328515,0.533095479,0.560237408,0.490473598,0.532525063,0.552320004,0.557364702,0.484558523,0.538405001,0.559029818,0.559434056,0.481257439,0.537002623,0.558445871,0.559287131,0.481451809,0.529985845,0.551752925,0.558215976,0.711293519,0.654282272,0.612280488,0.584778011,0.563926458,0.617133856,0.572863221,0.557721317,0.560393035,0.628153086,0.575591028,0.560964823,0.566495478,0.639434576,0.588193119,0.570986867,0.574299574,0.647946358,0.607031405,0.588207304,0.584507704,0.54061693,0.552175045,0.550119638,0.552742422,0.54518038,0.454201162,0.448142111,0.479231119,0.508245349,0.440639287,0.431557775,0.472053587,0.508910775,0.43756938,0.4213067,0.462790906,0.501704037,0.446055889,0.438046157,0.465557337,0.495520443,0.539509475,0.547291577,0.545305789,0.54932934,0.54145211,0.439741194,0.430328131,0.465783209,0.497461826,0.430609792,0.422563642,0.465339005,0.49608624,0.435144603,0.424218297,0.46616444,0.498655081,0.455033451,0.444505274,0.470580041,0.496138781
B,0.464860559,0.52110225,0.558423817,0.588984787,0.617587566,0.543421865,0.588794351,0.610551655,0.616277635,0.539894819,0.597175419,0.618874729,0.619659364,0.540165424,0.599230826,0.621336818,0.622205853,0.544926584,0.596601129,0.6195786,0.627514839,0.768375754,0.716372371,0.671970725,0.641537488,0.622599304,0.678894579,0.635859132,0.621308148,0.625917196,0.691095471,0.640548944,0.626122475,0.63381207,0.705317616,0.655659735,0.637227058,0.641764164,0.717074752,0.67733407,0.655677617,0.651871741,0.538845599,0.550255358,0.54372859,0.54609865,0.542249501,0.435588688,0.429520965,0.459660321,0.489640713,0.42415753,0.417725176,0.455299616,0.492203981,0.426011622,0.413889855,0.454329908,0.493513793,0.440717191,0.430997789,0.456048369,0.485232145,0.543352127,0.547506273,0.541940033,0.546282113,0.536837578,0.437892824,0.419523597,0.456733525,0.489439934,0.429302007,0.409976065,0.455097079,0.486256123,0.433571637,0.410750598,0.456633121,0.491056353,0.452876925,0.434963435,0.46362555,0.491138816
B,0.444006592,0.49907282,0.540376604,0.573725224,0.601300657,0.524164498,0.570119977,0.592784345,0.598791718,0.519744217,0.577497065,0.601023316,0.603898525,0.519874752,0.580080807,0.603423238,0.605826259,0.524673045,0.57597822,0.598616898,0.606309474,0.752018094,0.69347167,0.647604108,0.615444481,0.593597531,0.658488154,0.614751041,0.601707995,0.607768357,0.670783162,0.618660986,0.606944084,0.616935372,0.683515728,0.631984472,0.617767096,0.626142859,0.692959487,0.652116716,0.634675622,0.635413826,0.547159672,0.560911953,0.555644214,0.554796576,0.548086524,0.4507792,0.44024086,0.46884197,0.499674439,0.43896383,0.428446621,0.465585709,0.504223108,0.439125776,0.430677444,0.470348746,0.510186434,0.450922966,0.444585145,0.469907105,0.500069737,0.55107367,0.554648519,0.548072934,0.547447026,0.538121283,0.442204237,0.427953005,0.466140747,0.496184736,0.4318645,0.420311809,0.46645546,0.494599283,0.43535468,0.422144592,0.465978056,0.49664095,0.454152286,0.4433074,0.470772535,0.496095836
B,0.39865911,0.453092754,0.494340688,0.528392911,0.55642426,0.483039349,0.526299655,0.545912683,0.5511145,0.476844996,0.531756878,0.552606046,0.553503692,0.473134845,0.529884279,0.550982475,0.552569687,0.47298035,0.522166967,0.543559909,0.55052501,0.708845973,0.654597759,0.611679375,0.58069104,0.557351053,0.618187129,0.57482487,0.557117641,0.557328045,0.628658652,0.576650858,0.558834672,0.562431574,0.63899678,0.587785959,0.567648411,0.568726242,0.645997107,0.604320109,0.581406236,0.575067759,0.560501575,0.569917262,0.566340983,0.569445252,0.564125597,0.463201106,0.460474133,0.494399756,0.525988579,0.449152023,0.444886953,0.487213135,0.527175486,0.447538942,0.43900162,0.482336402,0.523393333,0.457947403,0.452227324,0.479949713,0.511379242,0.559864759,0.568793058,0.565123439,0.571590126,0.564665556,0.450730801,0.439246058,0.476698756,0.507787526,0.441435277,0.430176437,0.476041436,0.507320583,0.446288586,0.438634574,0.483405739,0.514878333,0.467288435,0.456149757,0.483425409,0.509036303
B,0.364380449,0.415635884,0.457242906,0.490391225,0.518316507,0.45367229,0.492993146,0.512252569,0.51769501,0.44734478,0.496605068,0.516083658,0.516437232,0.442115307,0.492119104,0.514023006,0.516599476,0.438304782,0.482898831,0.506990671,0.516640544,0.683373809,0.626425326,0.582872152,0.550259173,0.525679648,0.593588352,0.541444659,0.521976233,0.520849884,0.602114856,0.539316297,0.521203041,0.523834229,0.609154642,0.549812496,0.528092384,0.527596116,0.612058282,0.565084636,0.542002082,0.535432518,0.559833109,0.571632802,0.567844987,0.569442272,0.56190908,0.474770933,0.463307917,0.497494906,0.530436456,0.460508108,0.446483016,0.488230169,0.528137505,0.454979002,0.43650201,0.476388276,0.51701206,0.459219635,0.44667232,0.46934545,0.498838454,0.556260288,0.565696478,0.563207865,0.569867194,0.563346326,0.445128143,0.43613106,0.477328598,0.512414992,0.439251959,0.43254298,0.481826276,0.51578182,0.447518438,0.438705295,0.485900342,0.521888375,0.471197844,0.457125574,0.486643076,0.517374754
B,0.342364967,0.391649067,0.432707489,0.466056317,0.493909717,0.4314031,0.4733679,0.49153024,0.495711952,0.424392819,0.476105213,0.495633274,0.495104253,0.417771518,0.468890876,0.49074769,0.492710739,0.411781281,0.456405312,0.480090141,0.48858583,0.662801325,0.603487909,0.558898866,0.52722019,0.502789736,0.573545098,0.517641902,0.49777624,0.497701615,0.58165735,0.513117969,0.494321018,0.497216642,0.587298751,0.523358643,0.501318693,0.501702249,0.587707639,0.53747344,0.514566779,0.508827806,0.565356851,0.57807374,0.574388862,0.577658713,0.575361848,0.480552524,0.472956866,0.50896585,0.538759053,0.466404706,0.455748379,0.499750465,0.537632108,0.461209893,0.446075976,0.488034159,0.527323127,0.466056526,0.454980135,0.479552269,0.508982539,0.565446854,0.576055944,0.570529342,0.576936245,0.572052956,0.445782483,0.44436866,0.489239097,0.525788665,0.442519635,0.441609681,0.493419737,0.528223574,0.454511464,0.447028548,0.495369762,0.53203702,0.481403172,0.469433755,0.499838084,0.53047204
B,0.328127563,0.379169136,0.420634449,0.451423258,0.47867763,0.414004922,0.456696182,0.476298779,0.481648088,0.405517042,0.459290028,0.479716688,0.479565829,0.398558408,0.45160237,0.474046409,0.476341069,0.393043607,0.438139439,0.461669564,0.469829619,0.645047843,0.585525274,0.541720271,0.509372234,0.484101474,0.559871674,0.502096295,0.481138647,0.478913873,0.56740582,0.494554937,0.477757931,0.481361598,0.571715534,0.505317569,0.484501183,0.484108567,0.570795059,0.52001816,0.496890664,0.488862574,0.58451438,0.592453659,0.587983251,0.591719568,0.590178847,0.493223101,0.481209248,0.517901659,0.54985857,0.480848581,0.468304932,0.512929678,0.551243484,0.477558553,0.461845219,0.50532496,0.545573115,0.484721661,0.476899624,0.503876865,0.534311116,0.579650223,0.589784265,0.585707784,0.593669713,0.59239918,0.46023193,0.458289087,0.499569744,0.536127806,0.458938897,0.455180794,0.504422903,0.538655579,0.472660094,0.463123053,0.510342419,0.546595633,0.501058102,0.488619179,0.518053472,0.547239184
B,0.318789184,0.369633496,0.410282344,0.439733833,0.466201186,0.406088233,0.448092818,0.467266798,0.472914249,0.397254825,0.450004041,0.470470965,0.470817566,0.389525265,0.442047119,0.464361519,0.466707438,0.383189201,0.429221898,0.452668101,0.460592628,0.636714816,0.576644957,0.531208873,0.497740954,0.474762201,0.55107677,0.492715627,0.471598983,0.467780948,0.557458937,0.481324017,0.46718058,0.472282469,0.561809421,0.494107187,0.474936903,0.475601554,0.560351908,0.508170068,0.485830307,0.478506804,0.58587265,0.593617439,0.589933276,0.594718277,0.593716741,0.496346444,0.482896864,0.518871069,0.549787045,0.483806878,0.468245864,0.512823939,0.550880134,0.480274916,0.463402092,0.507207811,0.54686296,0.486982167,0.479099095,0.50701046,0.537082672,0.579344034,0.588892102,0.585977614,0.59428668,0.59245348,0.460006773,0.459950864,0.501154602,0.538640916,0.460158616,0.459175229,0.50817126,0.542680621,0.473974198,0.463465869,0.510116041,0.547655106,0.502796471,0.491286218,0.520921171,0.550524414
B,0.261872262,0.30747804,0.347416431,0.376033872,0.395088732,0.342187613,0.380170703,0.397006184,0.399004042,0.332106769,0.379892439,0.398260474,0.398525,0.324051172,0.371427327,0.392102033,0.395590454,0.317891866,0.359610498,0.381798238,0.391142666,0.566155553,0.509069145,0.464928597,0.430797219,0.404618442,0.484029561,0.426492989,0.408324569,0.409796834,0.48981151,0.42126134,0.405533016,0.411282033,0.491450965,0.42429027,0.40808475,0.414160252,0.487070143,0.434872806,0.416336834,0.415438622,0.563833535,0.574037015,0.572756052,0.574948847,0.567569256,0.470165163,0.448001564,0.478274941,0.505455613,0.460170925,0.441690654,0.477792591,0.509521663,0.459179997,0.446343511,0.480367929,0.512823999,0.469467551,0.464034259,0.485313833,0.509669244,0.560318708,0.572404683,0.567506492,0.568466127,0.560317039,0.443826258,0.445547163,0.485970348,0.518710852,0.440058053,0.442643613,0.490746021,0.523130655,0.452753931,0.445720077,0.492924511,0.528175354,0.480562598,0.467978537,0.496149182,0.525520086
B,0.124907479,0.171935633,0.219277993,0.253349155,0.280881375,0.223449722,0.26518324,0.281980753,0.283645749,0.207736194,0.255616903,0.272692382,0.270364702,0.189046562,0.236532316,0.257730573,0.260901779,0.167111352,0.208139822,0.235590845,0.249140322,0.462570906,0.3968077,0.353600055,0.316250473,0.281842172,0.375576496,0.298881143,0.278759867,0.281678826,0.378541052,0.289580017,0.272611499,0.280541897,0.37633884,0.289003193,0.272330403,0.280656338,0.364221513,0.294092298,0.275266707,0.27882567,0.539157331,0.548956633,0.544967949,0.547243059,0.538709164,0.455488801,0.41884917,0.457193196,0.493999213,0.437820792,0.399163127,0.444706917,0.485403657,0.425448418,0.382601857,0.4274652,0.47151649,0.422834694,0.405383319,0.434677422,0.468871832,0.535438478,0.549773097,0.539299726,0.544206619,0.546693802,0.391063631,0.396878958,0.448476315,0.491155446,0.385193318,0.386347413,0.448370993,0.492189258,0.400887251,0.386512667,0.446327239,0.48990345,0.435643494,0.415695697,0.451665729,0.487531185
B,0.262056917,0.330159068,0.392059118,0.437336713,0.475719959,0.40159598,0.458571911,0.484101236,0.490923941,0.391168147,0.45877409,0.48568809,0.484856039,0.377987951,0.446187943,0.475387275,0.476596236,0.364101171,0.425973564,0.457158625,0.466901481,0.716683388,0.624827206,0.558488548,0.505540431,0.462207496,0.592978418,0.521056712,0.492750198,0.491554618,0.605350733,0.518108189,0.489239275,0.491716117,0.614857256,0.527739048,0.497308195,0.498976171,0.615774393,0.543976963,0.512339652,0.505477309,0.467151135,0.485733122,0.483343214,0.488416344,0.479365647,0.36098668,0.343228817,0.390926361,0.434019953,0.3390567,0.308974594,0.369607091,0.424069077,0.325923055,0.290118098,0.352718055,0.40999794,0.325431347,0.310474604,0.350758761,0.394393682,0.491868764,0.498388588,0.485227287,0.488714308,0.495663673,0.326639801,0.313714117,0.370119542,0.421281099,0.312727809,0.295136571,0.36383307,0.415490419,0.319452763,0.296560496,0.366282851,0.418820322,0.350122988,0.331896335,0.375979781,0.418708712
B,0.454129696,0.537697971,0.593706787,0.641041815,0.686886191,0.56128329,0.637023389,0.672318399,0.682415962,0.553415,0.64766109,0.683294117,0.687888741,0.552942574,0.647017539,0.682860911,0.686564982,0.559947789,0.637125969,0.6716398,0.683192194,0.923575222,0.834225178,0.761240304,0.709992826,0.665575027,0.787521064,0.708619535,0.681916058,0.686669528,0.808825552,0.716655493,0.689058125,0.698362768,0.830262363,0.739884734,0.708316147,0.713370264,0.84677732,0.778110325,0.740324974,0.728776038,0.57261914,0.593720734,0.578332126,0.58195585,0.582278788,0.411918163,0.404045999,0.453957498,0.503794312,0.397930413,0.395406812,0.457325131,0.514140785,0.405253112,0.397253066,0.459609866,0.517370343,0.432704449,0.421937704,0.459787875,0.502514541,0.57055819,0.576785564,0.56576103,0.573059797,0.573893011,0.404259086,0.392929703,0.453612328,0.503937483,0.394652724,0.382767022,0.457803279,0.509382427,0.410157025,0.389188707,0.462745994,0.515890121,0.45038411,0.42887792,0.469620079,0.508655846
B,0.460369945,0.54931587,0.603484869,0.648591876,0.68775326,0.565446496,0.642896354,0.680132449,0.692582369,0.55794102,0.655579567,0.691706777,0.695463598,0.560002983,0.656848431,0.693266213,0.697525144,0.571182907,0.64942503,0.685153782,0.69918865,0.932203352,0.83442533,0.767741024,0.725003958,0.698217511,0.776515543,0.70470798,0.683801234,0.686886311,0.80101186,0.716160536,0.696847081,0.707550943,0.828492165,0.74614507,0.71894896,0.724493742,0.850240171,0.784525692,0.750228107,0.741117954,0.607564628,0.614140511,0.594754696,0.59559387,0.596433878,0.429236054,0.418373287,0.465509593,0.513847291,0.418209225,0.410796404,0.469594955,0.525755584,0.428637862,0.41646871,0.474456847,0.530899286,0.457210153,0.440533817,0.473612428,0.515608013,0.563054681,0.577291846,0.576108932,0.586130202,0.58049202,0.420204759,0.42412141,0.480630219,0.530058801,0.404923975,0.406448543,0.478307486,0.529036224,0.411670864,0.400735974,0.472495615,0.527749062,0.445985973,0.43489939,0.480401874,0.523391902
B,0.375417501,0.455407768,0.505936086,0.551435411,0.585373402,0.466489434,0.537394166,0.570234597,0.576909959,0.457763344,0.544994175,0.577857137,0.577881396,0.457471907,0.543096364,0.575119793,0.575678766,0.465606093,0.536795318,0.563806295,0.568954945,0.783071458,0.708956122,0.652153134,0.612435699,0.577543736,0.658552945,0.591637075,0.571645796,0.578089356,0.67470336,0.597539783,0.57863766,0.587995529,0.691866934,0.617739677,0.595878184,0.602320075,0.705546021,0.644990623,0.618949473,0.616641998,0.590950727,0.593465149,0.579016149,0.583271027,0.579327881,0.43035692,0.417167604,0.466032535,0.512824595,0.422134817,0.414755851,0.472297758,0.522939622,0.432780772,0.419782996,0.474858284,0.523922563,0.460404634,0.445030928,0.480625421,0.520554721,0.552118182,0.563532948,0.558936536,0.572642386,0.57879138,0.414791644,0.419368535,0.477080554,0.522934735,0.404778361,0.403704107,0.471075773,0.515927136,0.41519624,0.408843696,0.47205469,0.515465915,0.445828587,0.434240758,0.474359214,0.511007011
B,0.437602401,0.489646882,0.523342013,0.550052404,0.573901832,0.501393676,0.543840408,0.570543706,0.582149804,0.497469395,0.55384928,0.579300821,0.582840502,0.498559147,0.552167773,0.579004109,0.586565673,0.505559981,0.549953282,0.575542986,0.588258266,0.737976968,0.694157481,0.655632973,0.625293434,0.599049091,0.680593252,0.647205472,0.621087551,0.605608642,0.688718796,0.644590378,0.617028296,0.604874611,0.696192086,0.653759599,0.62228632,0.605394661,0.700766087,0.666333318,0.639528751,0.620579064,0.683876395,0.676182926,0.662414908,0.658764541,0.649334311,0.559507012,0.534404814,0.552856505,0.578779936,0.553754508,0.532451928,0.55859828,0.592411518,0.562426269,0.538082719,0.561271131,0.590849459,0.584366202,0.563525617,0.573144376,0.590405941,0.705930948,0.685864747,0.658820689,0.648751974,0.642125845,0.578214169,0.548841715,0.561543584,0.582067311,0.575310349,0.544112802,0.563245177,0.58837986,0.581813991,0.551322639,0.569405496,0.593311846,0.597782195,0.573930979,0.577908754,0.588880002
